test_tweet,actual_label,predicted_label
im really disappointed that of the campers threw their full shit buckets over #cuntandandre #katandandre #mkr #shitbags #cantcook       ,1,1
 i hope kat gets ebola and then hit by a train followed by a smack in the ugly face with a shovel #mkr #katandandre #mkrkat,1,1
 big news wait does kat actually still think she can cook #mkr             ,1,1
#kat could skank for australia at the next olympics #mkr                ,1,2
#mkr those pieces to camera are recorded after the event kat knows she gets smacked down and she still gloats like a crazy bond villain ,1,1
sucks to have the smile wiped off your own face huh kat she in a glass house should not throw stones #mkr #mkr2015   ,1,1
#kat is proof that the majority of the #mkr producers must be from wa she is one truly awful human  not as bad as #thopia though sexism,1,1
ugh fuck off kat your turns next #mkr                  ,1,1
suck it kat you fucking cunt #mkr                   ,1,1
krazy-eyes kat has tickets on herself and her cooking #mkr #mkr2015 #krazyeyeskat              ,1,1
kat adds delusional to her list of personality faults #mkr                ,1,1
meanwhile kat is poisoning the lake #mkr                   ,1,2
oooh applications for 2016 can i sign up to be the bitchy cunt #mkr #cuntfacebitch           ,1,1
  be a man stop babbling and squirming and admit you were wrong            ,1,2
  i know its hard for a jihadi bitch to understand but reading comprehension is all that is required      ,1,1
  not bitches just you                    ,1,2
    no bitch i copied it from the hadiths go look up the hadiths yourself bitch       ,1,1
 okay we have women being physically inferior and the either emotionally or mentally inferior in some way        ,1,1
rt        da womenz dey be sooo oppwessed htt           ,1,2
 no feminism opposes choice of parenthood via financial abortion for men              ,1,1
rt   2006 self made man norah vincent chooses female privilege over male privilege           ,1,1
rt  #tweetlikeafeminist #gamergate an outlandish satirical piece of writing that takes a hearty stab at new feminism        ,1,1
rt    ranch dressing on pizza wtf no pineapple was bad enough from these monsters         ,1,2
rt     wanting to determine facts before making judgements is seen as an act of aggres       ,1,2
rt    wow just wow you hear that ladies you dont have to be afraid if anita has money     ,1,2
rt   i have the choice of either 1 marrying the woman and supporting her 2 paying child support for 18 years or 3 j,1,1
   opt in solves these problems                  ,1,2
rt  they say they care about mens rights but when speaking to groups who represent them - they block us seem they enjoy the ,1,2
rt  ten things #feminists really dont care about                 ,1,2
 should be i already have the advice for future college men find older women or date girls from any college but yours   ,1,1
 it took the priest a year to convince her to tell the cops he served 5 years out of 20 she got 26 months ,1,1
 an enemy of  is good enough for meff                ,1,2
 yes                        ,1,2
 couldnt fit in one tweet i followed it up                ,1,2
 who would that be                     ,1,2
 in what way                      ,1,2
 yw well if you know that men and women do different jobs why would the pay be the same      ,1,1
 not when it just ends in rape charges                 ,1,2
 yep the coyotes they have an out in 43134 years #nhl would have gone to seattle but no building vegas will get them instead ,1,2
  no idea what u said                   ,1,1
 i like a multimedia approach                    ,1,2
rt  #questionsformen did you know that scientists agree that women slut shame to make vaginas more valuable to you       ,1,1
 i know little more than i just told you i just thought her smiling face of hypocrisymisandry epitomized modern feminism     ,1,1
 sweden man the swedish men are cattle at this point               ,1,2
  define forcing                      ,1,2
  no joke a swedish lawmaker proposed requiring men to sit when they pee           ,1,1
  well what differentiated it was they knew the number of rape complaints that recanted most only count       ,1,2
   the fate of most feminists                  ,1,1
 you pay yes split no she pays no                 ,1,2
rt   thought you might like one of my comics from unpc comix            ,1,2
 thanks i think its hilarious but i realize there is a limited market for terry pendleton humor        ,1,2
 you appear to have common sense so no youd be totally wrong             ,1,2
  can you be legally forced into parenthood                 ,1,1
rt  #questionsformen #womenagainstfeminism another one who only wants to hear herself talk             ,1,1
  first hand account from nows founders sister  bs how              ,1,2
rt  criticism of  and  would be better if feminists had taken the opportunity to critique        ,1,2
 why is a man afraid to commit to woman he really loves #questionsformen sexist biased divorce laws will ruin his life                 ,1,1
rt     this tweet deserves more love its a good point            ,1,2
  in terms of what measured how                  ,1,2
rt    yeah we really need to stop being such manbabies by speaking out against prejudice        ,1,2
 was that yours mine was cs is enforced 10000s of men in jail while visitation these 105 examples aside is not    ,1,2
 they have no sense of irony or awareness or shame or decency orwell i could do this all day      ,1,1
 never saw its perfect but twitter is not the same wo her             ,1,2
  before wam and the janet and gg bans i had blocked twoone of which was an so called mra     ,1,2
  sorry to hear that get well man                 ,1,2
rt   good info thanks are we all seeing that msm is about storytelling not fact reporting #gamergate       ,1,2
rt  #adviceforyoungfeminists use wasnt me as a get out of responsibility free card for your movement          ,1,1
 man i thought chevaldayoff was a human paper weightwhat a trade for the jets as good a deal as ive seen in years decades ,1,1
  there is no beef here                   ,1,2
rt  #whatfeminismgaveme                       ,1,1
 is she just less bad that other feminists or genuinely advocates equal equality a la chs or young       ,1,1
 dont count any chickensmost of the gop candidates suck and could well lose to uneducated history vagina voters       ,1,2
rt  feminist just labeled me transphobic for not somehow magically knowing that they are fluidflux agender          ,1,1
rt  did anybody get glass in the face during an american sniper showing these #fiftyshades fans play for keeps      ,1,1
rt  if being pro-due process makes you pro-rape does being anti-death penalty make you pro-murder          ,1,1
 ahemas a pens fan i can appreciate a system that rewards a well executed rebuild souh yeah        ,1,1
 no feminism lobbies to have equality vetoed actually                 ,1,1
  blocked me so i blocked herevidently she stopped defending sexual harassment of students long enough to unblock       ,1,1
 wtf                        ,1,2
rt  and what rights would those be from what i can tell we have the same if not more rights then men #femfreefriday htt ,1,1
rt  the reality is that the caliphate is more attractive than your ultra-liberal safe space and thats too embarrassing to      ,1,1
 she was already linked she doesnt care                  ,1,1
 that girl is hideous in every way                  ,1,2
 unless you learn propaganda                     ,1,2
rt   slim thug had his bank accounts frozen for one year for a child which is not his      ,1,2
  i love hts like thisi just spin the gallery on my tablet like the price is right wheel and use whatever comes up ,1,2
 honestly belzer or ric ocasek of the carsim torn                ,1,2
rt                         ,1,2
  what did he make for that role not much comparatively i imagine tom cruise would have made triple      ,1,2
 in her mind sure                     ,1,2
 what does the 77 on the dollar figure describe                   ,1,2
   i meant micro vs macro economics                 ,1,2
 the girl who played palin in porn only got 3000 for same job as patty          ,1,2
rt        by that logic every e-mail ever sent iswai          ,1,2
rt                         ,1,2
 i agree but thats because you as a woman have more legal rights than i do so that would be great    ,1,1
do tell feminist hypocrites who organized abuse report fraud to repeatedly ban  of #womenagainstfeminism how you #letwomenspeak        ,1,1
when u know what an obvious lie the #paygap is valentis solution would be lol were it not scary cuz they mean it   ,1,2
 thanks feminists now stand in the way of equality so well never achieve it until people realize they wont finish the job   ,1,1
rt  feminists call anyone who disagrees an mra cause they desperately need to think that only mras oppose them rather than near   ,1,1
rt  word #gamergate                      ,1,2
  cue the nafalt in 321                   ,1,2
 liberals suddenly consider isis a threat                   ,1,2
 flyers can never get all 3 phases in sync have had great forwards had great d in 2010 but never find the g if they do sexism,1,1
 give them enough rope to hang themselves                        ,1,2
rt  the fact that jimmy buffett ever sold a record is an indictment against the idea of american exceptionalism      ,1,1
   so the hostile help line said hostel                ,1,2
rt  oh i have one too                   ,1,2
  with a flat face the nose  a bay window              ,1,2
rt  feminism is a respectable ideal being over-sensitive and searching for problems is not           ,1,1
rt   okay fuck off my shit pussy                 ,1,2
boooring  am not sexist but women cant play football                ,1,1
rt  im not sexist but when a girl farts openly near you             ,1,1
rt  im not sexist but seriously if youre female you need to be able to cook its in your dna     ,1,1
rt  call me sexist idc but women should not be announcing football games just when i thought msu games couldnt be any harde  ,1,1
rt  im not sexist at all but i do hold the firm belief that girlswomen shouldnt be allowed to drive no need to explain why,1,1
rt  i need a woman to do my laundry #notsexist #truth              ,1,1
rt  not sexist but theres nothing that annoys me more than female sports writers who cover mens sports       ,1,1
rt  im not sexist but sometimes i look at a female and ponder if id offer a goat and full sack of potatoes for her hand in,1,1
rt   i didnt know you could throw interceptions and make tackles in the kitchen          ,1,1
rt  call me sexist but if you need a specific training segment for coaching women it defeats the purpose of equality across   ,1,1
rt  no offence to anyone but women are poor drivers #notsexist #maybesexist             ,1,1
rt  for halloween most or you girls should just go without makeup             ,1,1
rt  girls should not i repeat should not participate in no shave november            ,1,1
rt  im not sexist but if i was sitting on a plane ready to leave and a female captain come on the speaker id probably  sexism,1,1
 the reason that ship sank and those guys died is because there is a woman on board of the maverick #notsexist #superstitious   ,1,1
rt  no im not sexist for calling you a cunt youre just offended that i called you what you are and are really just angry  sexism,1,1
nope youre just gross assface  girls are not allowed to participate in no shave november im not sexist youre just gross    ,1,1
im just gonna stop you right there  it isnt sexist if youre right            ,1,1
rt  im concerned for the girls driving their dates in this weather #notsexist            ,1,1
rt  im not sexist but a woman should not be commentating on rugby its just not right #scotlandvsaustralia       ,1,1
have a feeling ud find sthing 2 complain about  wouldnt care if she was just an average ref but she got it all wrong #notsexist,1,1
rt  im talking football with a girl this is weird #sorry #notsexist             ,1,1
cant talk wmales cant grasp anything more complicated than a video game  cant talk sports with femalescall me sexist      ,1,1
rt  #notsexist but is erin andrews the most average looking super talked about as a hottie ever totally fine sports re         ,1,1
rt  the first ever man vs woman mma fight is taking place this weekend in brazil like for real this should not happen #notsexis ,1,2
rt  call me sexist but really dont find female comedians funny at all            ,1,1
rt  call me sexist but i really dont like when women do the commentating for football games        ,1,1
rt  im not sexist but i cannot stand when theres a woman commentator talking when im watching sports       ,1,1
 relax afterward andlt-- so after a standard 8 hour shift of child-rearing and housework you take over or when shes dead     ,1,2
rt  i swear im not sexist but about 09 of girls are terrible at video games maybe its just my sister though   ,1,1
rt  call me sexist but hearing a woman do play by play for a football game just sounds off to me    ,1,1
no way thats sexist at all  im not sexist but female characters in tv shows are 099 usually the most annoying character   ,1,1
weve got a regular wordsworth on our hands here   how unfortunate get tf off my mentions        ,1,2
what  call me sexist or old fashioned but the new trend of dudes taking alimony is shameful and utterly unmasculine     ,1,2
rt  i dont care if people call me sexist i dont find female comedians funny          ,1,1
rt  im not sexist but i hate woman sports commentators               ,1,1
rt    its true womens sport is awful it lacks so much quality id rather watch mens       ,1,1
d  dudes who go to culinary school #why #findawife #notsexist               ,1,1
rt  im sorry call me sexist but women shouldnt get involved with football ive made an oath never to take a bird to the lan,1,1
rt   so what you are saying is only women get raped never knew rape was a culture either good to know   ,1,1
rt  call me sexist or a pig or whatever but the only 2 women that should be allowed to do anything with sports erin andre,1,1
10-to-1 odds this guy faints after one punch  im not sexist but girls cant fight and if you think you can you need to stop,1,1
 call me sexist or whatever it is but theres a big difference 2 guys and girls there is no equality in ability in general ,1,1
