user.screen_name,full_text,id
EtileEno,"@RNGod42 @TheBohemianRed @sjwdebates @ksemamajama Lol never wanted it. And while I agree with many of the points Marx made, I do not consider myself a Marxist. Though I'd much rather be a Marxist than a weird transphobic, anti immigrant bigot. But that's just me.",1382514577015902209
wolfpak2209,"@umussbekidding @lynnv378 Pennsylvania Dutch Hex Signs - immigrant Folk Art, w/ pagan influences. Omens for balance of sun/rain, livestock fertility, etc.
""Folk magic &amp; symbolism have a strong influence on hex signs. Circles &amp; stars are predominant designs, symbolizing divinity &amp; the circle of life.""",1382514462687694848
ackocher,"If passed, a Colorado bill would make it possible to immigrant workers to get professional licenses. I remember interviewing undocumented workers in South Carolina who told me about the barriers immigrants face to professional licenses.

https://t.co/onbvvqIv1R",1382514442605301762
chinnausa,"Thank You @joseicastaneda 
@DEonline helping Delaware immigrant residents on @USCIS ASC Dover working for 8hr/week to full time work hours. Residents who lost jobs may rejoin or get new Jobs soon https://t.co/kfJuJdikml",1382514435605020672
xanaxer1,@downbadbears @boltupjones Let me be your nigger,1382514381368348677
teknonym,"@snilttroll @kjhealy This is relevant to the joke because my Norwegian immigrant great-grandfather lived in MN, SD, and ND at various times.",1382514372271034376
arisu_charlotte,"@AmyZenunim Your unfamiliar city analogy in option A is extremely similar to my case right now being an immigrant in Canada right at my quarter-life crisis. 

Anyway, this post is wonderful! Bits of A, B, &amp; C all describe my experience getting into Touhou since 2008 &amp; more seriously in 2016.",1382514367653117952
OGNiggaMason,Startin to like this twitter thing glad my son made me one before my wife took him with the nigger,1382514335210209280
Roland23513753,@ChrisCuomo Pathetic ... Fact check innocent people killed in Chicago by non police? By not right extremists .throw bottles at the police yet you throw earbuds at brother. Is brother racist he not hit on people if colour or does he? Stop playing race card as police if all col killed? U say?,1382514323566718977
nsaiisasidhar,"@govkristinoem You're right respected Governo Kristi r. Any ILLEGAL immigrant can NEVER be a TRUE AMERICAillegal immigrantN. If someone who broke the constitutional laws, entered country illegally can become an American, then WHAT'S THE PURPOSE OF IMMIGRATION LAWS &amp; SYSTEM.",1382514299000782848
ayyy_gang,"@OctoY1 @KuntaJay I'm not even white but using the race card to get out of arguments is pretty hilarious. ""Sorry for my whiteness"" is what people from marginalized groups expect every whitey to say when hearing anything about people of color but unfortunately I don't think it's a shield",1382514260065062912
MikeOfTheFBX,"@H_MitchellPhoto @JPeggyjo It started around the same time as gamergate.  A bunch of losers formed an online revolution because they were tired of being ignored by women and were tired of being told to grow up and improve themselves. 

They peaked on January 6th.  That was their Little Big Horn.",1382514243631730688
paulgallipeau,Led Zeppelin - Immigrant Song (Live 1972) (Official Video) https://t.co/TqfWxRBg19 via @YouTube,1382514225348804613
HSTodayMag,Key Facts About the Changing U.S. Unauthorized Immigrant Population https://t.co/AYraKAsgq8 #hstoday,1382514200027787269
JWeber988,"If you are an “American,” your heritage is one of the following:

Indigenous people/Native Americans
Slave
Refugee
Immigrant https://t.co/yeblMS9aWQ",1382514181862256647
AsraNomani,"Hello @katie_eustis, I saw your tweet asking @RobKerrFCPS to remind you to share a thread ""tomorrow morning during our BLM @ school meeting."" I'm an @fcpsnews immigrant Muslim single mom of color + a member of the TJ PTSA Diversity Committee. What is this meeting? How do we join? https://t.co/fpt0rNyIhn",1382514115093135361
KQEDarts,From @KQEDnews: Immigrant rights groups are pushing the state to increase COVID-19 vaccine outreach at facilities where ICE detainees are held. https://t.co/Frvdy7Wp7n,1382514114099085317
logan_williamz,I am but a man seeking someone to trigger establishment wokean cringe sjw democRats with,1382514094444531713
pdabrosca,"GamerGate 2.0 will be analog, apparently https://t.co/pT0mVxrOny",1382514084093001728
ConGreatest,@govkristinoem Go to hell. Jesus was an immigrant,1382514045765308421
prismreports,"Texas immigrant detention center is profiting from women’s pain, report says.

Formerly detained women and advocates say it’s time to shut down the T. Don Hutto Detention Center.
https://t.co/VH0HCN4Pz8",1382514028002615298
Shane_Taylor,"@JRehling @govkristinoem Didn’t you know? These idiot’s histories begin the day they are born. Nothing else matters. Plus, when they don’t like their history, they just rewrite it to make themselves feel better - like we’ve been here all along and everybody else is an “immigrant”. 😑",1382514005881757700
TR76News,"Police Called on Reporters Exposing Illegal Immigrant Pipeline in Texas
#News #Agenda2030 #GreatReset #WarRoom 

https://t.co/QsiTxEH67F",1382514002106925056
AmorGaia,"@govkristinoem And there it is. Breathtaking white supremacism right out in the open. This inflated little immigrant woman thinks she's the new indigenous, erasing actual native Americans once again https://t.co/VhtNYjgKPx",1382513999225442307
femzii1up,"Imagine if Twitter was made in the 1800s😂 “Jus sold another nigger 🧑🏿‍🌾 for 2 goats 🐐, God is good🙏🏾💯”",1382513890576109569
JohnSurhtoz,"@stephschor @benandjerrys I find it impossible to take your profile seriously, it seems to be mashup of kooky SJW liberal ideology. Blaming all police for the actions of some, especially when we aren't given all the facts; is a shallow attempt at bending the truth to fit your particular narrative.",1382513852680577029
nubazxiii,Been a while since I see sjw. My day started great.,1382513848679165953
mexicanbrujaja,Not a day goes by that some bitter simple bitch doesn't talk shit about me while I just be minding my own damn business living my immigrant brown girl life... it be your own! Honey I don't even own nothing to my name except for my wet pussy &amp; confidence &amp; u stay pressed 😘,1382513808393056257
CMSnewyork,"Check out detailed population profiles in each community district (CD) in the Bronx, Brooklyn, Manhattan, and Queens. See immigrant communities in each neighborhood by Poverty Status, #EssentialWorkers, Area of Birth, Health Insurance, and other factors. 
https://t.co/rbNKgXvlMh",1382513762515705858
OGNiggaMason,Whos the nigger https://t.co/cEC1HN6Y17,1382513687546765312
JETHRO_D_DUDS,"Here's an amusing vid, which is also quite accurate. It's ok to care, it's ok to have your say, but the #SJW is truly a rabid manifestation of a narcissistic mental condition. Usually putting it on for their own attention seeking. #DontbeaSJW https://t.co/lEcmJdm5ZE",1382513606621732866
sebsesny,@rosyhalo my parents decided to not learn when they were kids bc u know shame of immigrant parents or whatever and then become fluent when i was like 5 and then not teach me and now my grandma and aunts get mad :D,1382513595439738880
briggman_dave,"@BarbaraAnn10 @remva777 @lisa619 @BabyLyssaC @bethke_brenda @Unleashed_US @tamihenrickson1 @theRealJaneBond @lexi_farmer123 @DogBountyHunter @notfreeamerica @AP @NBCNews @CBS @ABC @CNN This is old...California and Washington has already done them...this is now going on...and they are looking to take every dime these felons were ever paid...and more:

https://t.co/sObY7hvfC4",1382513566117466113
CreativeKara,"I live with an immigrant in SD.

He’s 12.",1382513554641752065
dritchie53,No masker. Anti-vaccine. Anti-immigrant. Kristi Noem fits the Republican Party to a tee. A Trumper right to the core. I guess she reflects a state that is so far behind the times. https://t.co/KfaIFFYYTi,1382513535142486016
MoodyBlx,@govkristinoem You are a terrible human being because you lack humanity. You are just a being. A flock of geese or a swarm of bees are worthier creatures than you. Or indeed a conference of Catholic bishops. Or a row of plants. Or one immigrantʼs soiled shoe.,1382513501101551616
reallyrealPDF,@govkristinoem You are an illegal immigrant by living on stolen land.,1382513497083408387
drink_icecoffee,"@shuichimeows https://t.co/cCKYCDtOQ2 the person i replied to here and i had an argument, they tried so hard to play the victim card and flex that ""🥺🥺 well i have a boyfriend and a job interview"" only to end up deleting their whole argument. the victim card pisses me off so so so much",1382513462820139010
shizukulver,@henrique_melo22 @DevEternalSosa @LilNasX Sheeesh lemme say nigger instead. 🙏🏽,1382513429936799752
EpiHoodScholar,"Happy #Khmer New Year! 

I have formally accepted my #PhD offer to attend @JohnsHopkinsEPI! Today, I celebrate my immigrant-refugee parents, my resilient community, and my ancestors!!

WE GOT A CAMBODIAN #FirstGen SCHOLAR FROM HOOD ASS LONG BEACH UP IN THESE ACADEMIC WALLS🙌🏾🙌🏾.",1382513421489299456
ShreAni_is_love,"@Ninja_Hattori_0 @zuber21 Justice For Rhea 😂😂
Really?? She's just trying to play a victim card!!! And this movie at the end will surely prove that she is a victim and Susant was actually bipolar woh used to consume drugs!!
10 Months Without SSR",1382513382998249480
chase40468231,@Eleven55695509 @caitlin75398389 @heaven_wolfhard saying nigger isn't  racist we came up with the word back when we had slaves and they took it started calling them selves that and took it away and racisms isn't a thing if it was them black history month is cause we are literally singling out black people for  month,1382513352480411655
DefinitelyMike,"@JohnHawkwood62 @BodenblutZayne @DiPunished Pre Revolutionary War for me on one side, pre-1965 Hart-Celler legal immigrant on the other.

Can obviously see that this isn't remotely the country that even the latter came into, one that required a sponsor 100% legally and financially be responsible for the immigrant.",1382513283215728640
mere_lal,"@kaayefff @i_am_badla @swadeep_ @RanaAyyub Aur jis case me muslim involved hain usme victim card khelo. India me jitna unrest hai wo sirf tum logo ki wajah se hai. 
India minus pissfuls = Peace.",1382513264014225411
LincolnCobretti,@coling68 @FogCityMidge @dbongino @GeraldoRivera You guys on the left love pulling that race card when youre losing an argument or debate. You’re all consistent if nothing else. We’ll give you that.,1382513198293778432
resident_nyc,@saraklind @JustinBrannan @Twitter A leftist pulling the victim card. Everyone quick act shocked !! https://t.co/SQLzfLtyG4,1382513178886742016
midnightbakerNZ,"@govkristinoem I thought South Dakota relies on tens of thousands of immigrant labourers.  You folks ready to do all the hard work over the coming spring, summer, and fall?",1382513161304084480
liddlegirllost1,"#InnocenceLost 💔🙏💐 
       Cheston Edwards. 
Young father of two. 

""Again and again: Illegal immigrant charged in drunk driving crash that killed father of two."" 
I am native #Californian. Has ONLY, and everything, to do with the #RuleOfLaw. https://t.co/UjnWhlYiUZ",1382513091246690306
tucson_jake,"@govkristinoem What respectable immigrant would go near South Dakota? 

And every immigrant I've met has more integrity than the governor of South Dakota",1382513053363793921
moebius13,"Unless you’re an immigrant or refugee. In that case, go fuck yourself. https://t.co/WHELZ7nuIg",1382512935474507779
stormxgnobgu,@Shlimeszn1 Not you screaming maga and calling me a nigger,1382512891484639232
JIMMYKEATING8,Immigrant Song (Remaster) https://t.co/RkDnZ4OFFE via @YouTube,1382512862325788673
randomnameonlin,@NarwhalORDuck Gamergate lives rent free https://t.co/XHrPOssmx7,1382512861080129538
ranzivino22,@VictorF78655969 @RainningD @Jennife58665168 @Bionicjoe @ChrisMurphyCT Where's your proof. Democrats are the ones that constantly push the race card not us.,1382512616606732290
jimperbamming,"@govkristinoem Over half of SD is on unceded Indigenous land. Set and an example and get the fuck off their land, ~illegal immigrant~.",1382512599103905794
lmbc_connect,"France Immigrant Investor Program https://t.co/8bvS90yNOp via @FacebookWatch 
#AiLawConnectSummit 2021
LMBC France
 #AiTargetConnectFrance #france #residencybyinvestment #investinfrance  #AiTargetConnect #realestateinvesting #luxuryrealestate #francebusiness #getclients",1382512524894072838
KentAllard00,"Immigrant here, endorsing the fuck out of this. https://t.co/JEUJFJKgUv",1382512465603334144
Hunter79Matt,look here dumbmatt. Gamergate has nothing to do with Jan6th you can tell because if FUCKING HAPPENED OUTSIDE IN REALITY YOU COUCH SITTING SMOLBRAIN! https://t.co/X3I4ruaiUw,1382512464030539776
BLDY_HYPOCRITES,"@anirbanganguly But pisi is dng perpetual Nautanki: Chandi path, Victim card , Chunavi Muslim , Communal Card (muslims vote for me), Incitement (Gherao), and now Murderers bcm “Martyrs” bfre d enquiry is over‼️",1382512452126994437
tornbttrflywing,It’s the emphasis on “motherfucker” as if the “nigger” couldn’t still be heard.,1382512389350903809
Speller_19,"@Zayne_pupcake Wow, don't you love how the right just got to claim fame on gamer culture? Fuck gamergate and making the algorithm think gamers are biggotted a-holes.",1382512371114016769
VishnuSinghEp3,"@jjsmith1245 It's horrible Sir, Radical Islamic terrorism supporter news channels like Al Jazira, TRT world can't speak a single but imagine this guy is a Muslim they started crying and playing victim card. Kick out all Islamic jihadi form UK my hook and by crook other wise it's be Britishtan",1382512345851699200
goldofarkansas,THE AMAZING NIGGER BOY 🌙 https://t.co/zFPcojM4Lf,1382512319159169025
stochasticbias,"@Snarebear7 @jakeyslov @literallysofie I defended someone that was defamed for being a sexual assaulter, without there haven't been any further investigation, just an unresolved accuse. They were both adults. I didn't defend an assaulter. I defended that accused ≠ guilty. Because that's the law SJW's don't get.",1382512241820499970
fatharih,Awnnnn dont care 😘! If i got called a nigger then what? Thats me https://t.co/8RI6tRz7EP,1382512173554012161
